,caption,likes,URL,comments,labels
10,"Photos by @tasneemalsultan | I recently attended the WWE's wrestling show in Saudi Arabia, the Crown Jewel Event in Riyadh, with many other women. I do not consider myself a fan just yet, but I will admit that it was a fun experience- the glitter pants were an added bonus. #riyadh #saudiarabia #WWE #crownjewel","106,509 likes",https://scontent-dfw5-2.cdninstagram.com/vp/d89e7c58eeeb3afebd39db4406ce9f19/5C6EE6E7/t51.2885-15/e35/43914833_1980434835582183_189841096410436356_n.jpg,398,"['red', 'green', 'fun', 'magenta', 'art']"
11,"Photo by George Steinmetz @geosteinmetz | Epic flying last week over the Pyramids of Giza.  I had tried for years, and was turned down even with Egyptian military helicopters.  Last week Egypt hosted the world paramotor championships, and suddenly the impossible happened.  This is me, the last one to land at sunset. For a rare view of the pyramids from above, go to @geosteinmetz","170,640 likes",https://scontent-dfw5-2.cdninstagram.com/vp/bada7828700345ef898968729c3e2a1d/5C84051E/t51.2885-15/fr/e15/s1080x1080/44577672_336304220507048_1738524933735107944_n.jpg,528,"['air sports', 'paragliding', 'sand', 'landscape', 'ecoregion', 'desert', 'windsports', 'steppe', 'sahara', 'powered paragliding']"
12,"Photo by @irablockphoto | A nighttime view from the top of the Old Town Bridge Tower of the Charles Bridge and Prague Castle along the banks of the Vltava River in Prague, Czech Republic. The Charles Bridge was constructed under King Charles IV of Bohemia starting in 1357 and was finished in the begging of the 15th century. The bridge is a very popular tourist destination especially at sunset and early evening when the city lights up. Prague Castle dates back to the ninth century and is still in use today - as the office of the president of the Czech Republic. It is rumored to be the largest ancient castle in the world, occupying 750,00 square feet (70,000 square meters) and housing St Vitus Cathedral. #followme @irablockphoto to see more images from the world.---#praguecastle #vltavariver #prague #czechrepublic #charlesbridge #kingcharlesIV #praguecatle","369,737 likes",https://scontent-dfw5-2.cdninstagram.com/vp/a0086ab071d31cd90e6a12622a99770e/5C81A2B5/t51.2885-15/e15/42697363_1856252364473290_1258265168604898264_n.jpg,2381,"['city', 'waterway', 'reflection', 'cityscape', 'sky', 'landmark', 'town', 'river', 'evening', 'tourist attraction']"
13,"Photo by Michael Yamashita @yamashitaphoto | High above the western Himalayas, meaning Û÷abode of snowÛª in Sanskrit, this massive mountain range contains some of the highest peaks on earth. It covers around 1,500 miles through the nations of India, Pakistan, Afghanistan, China, Bhutan, and Nepal.  #himalayanmountains #himalayas #snowcovered","487,298 likes",https://scontent-dfw5-2.cdninstagram.com/vp/45ab53f4df74bb6bf56fd34f8feb08b9/5C64D2BA/t51.2885-15/fr/e15/s1080x1080/44358844_1497691817000978_8239499910752733768_n.jpg,1059,"['mountain range', 'nunatak', 'mountainous landforms', 'massif', 'aerial photography', 'geological phenomenon', 'ridge', 'arte', 'glacial landform', 'sky']"
14,"Photo by @PaulNicklen | ItÛªs difficult to express what it is like to be in the company of an orca. I watch as it glides effortlessly through the blue ocean waters, and I feel totally at peace with this animal. But in this moment, thereÛªs not only one orca, there are many. A family on the hunt. Orcas have become one of the most demonized marine animals, and I am always trying to steer people away from this impression by capturing the beauty and intelligence of these complex cetaceans. Right now, I am back in Norway to shine a light on the importance of this keystone species and its associated ecosystem. #FollowMe at @PaulNicklen for photos from this expedition. #Norway #orcas #nature #ocean","508,556 likes",https://scontent-dfw5-2.cdninstagram.com/vp/5b23e3272179c3feea16fd25123ecb06/5C7FCC1A/t51.2885-15/fr/e15/s1080x1080/44491464_537367040068950_8300206739177153797_n.jpg,1818,"['marine mammal', 'water', 'marine biology', 'whales dolphins and porpoises', 'dolphin', 'killer whale', 'underwater', 'organism', 'spinner dolphin', 'short beaked common dolphin']"
15,"Photo by @TimLaman | This is the third highest peak on the worldÛªs second biggest island?  Know where this is? The island is New Guinea, a rugged, mountainous, rain forest covered island, second biggest in the world after Greenland and the biggest tropical island, and split between the countries of Papua New Guinea in the east, and the western half which is part of Indonesia, including the provinces of Papua and West Papua.  The peak is Peak Trikora, 4730 meters (15,580 ft) tall, and only a little less than Carstenz Pyramid, the highest peak on the island at 4884 meters (16023 ft), both of which are in the Indonesian half of the island.  Most people have no idea there are such big mountains on New Guinea so close to the equatorÛ_ the range of habitats created from the tropical lowlands to the alpine zone contributes to the incredible biodiversity of New Guinea.  #NewGuinea #Papua.  See more from this remote part of #Indonesia by following @TimLaman","288,986 likes",https://scontent-dfw5-2.cdninstagram.com/vp/7ffb31df5b90f1dd1bbe8aa631bedf90/5C8B154B/t51.2885-15/e15/45784034_2095700600453195_1320961667845120179_n.jpg,479,"['highland', 'mountain', 'sky', 'mountainous landforms', 'fell', 'ridge', 'hill', 'escarpment', 'atmosphere', 'terrain']"
16,"Photo by @michaelchristopherbrown | Thousands of Jews visited the Cave of the Patriarchs, known to Muslims as the Ibrahimi Mosque, in the West Bank city of Hebron on September 25, during the Jewish holiday of Sukkot. Revered by both Jews and Muslims, the site is believed to be the oldest continuously used intact prayer structure in the world, containing the burial sites of the Patriarchs and Matriarchs of the Jewish People. The Arabic name of the complex reflects the prominence given to Abraham, revered by Muslims as a Quranic prophet and a patriarch through Ishmael. After the 1994 massacre of 29 Palestinian worshippers inside the mosque by Baruch Goldstein, an American-Israeli physician and religious extremist, Israeli authorities divided the mosque complex between Jewish and Muslim worshippers. Hebron is home to roughly 150,000 Palestinian Muslims and 700 Jewish settlers, the latter  living in a series of Jewish-only enclaves guarded by Israeli troops.","256,309 likes",https://scontent-dfw5-2.cdninstagram.com/vp/ffb26258426590bd98ddfea0104ccd0d/5C77BA96/t51.2885-15/fr/e15/p1080x1080/44272916_258814281653744_9164298019903080230_n.jpg,3524,"['black and white', 'infrastructure', 'monochrome photography', 'photography', 'street', 'crowd', 'monochrome', 'temple', 'religion']"
17,"Photo by @nicholesobecki | On a continent where natural resources have driven generations of boom and bust, Angola has a remarkable and frightening distinction. It is more dependent on commodity exports than just about any other nation in sub-Saharan Africa. Angola has long been repressive of independent journalists, and the opportunity to work there in 2016 was a rare chance to see the impact of the tremendous inequality that exists, from the glass skyscrapers soaring above the capital, Luanda, to this neighborhood overlooking Cabinda, a heavily guarded territory that accounts for half the oil output from the continentÛªs top petroleum producer. #oil #resourcecurse #angola #nicholesobecki","166,891 likes",https://scontent-dfw5-2.cdninstagram.com/vp/a09a25724670fb39344ed282e2f1e52e/5C6E8B5C/t51.2885-15/e35/44221470_755949601447278_6277050491037031894_n.jpg,314,"['urban area', 'city', 'tree', 'town', 'historic site', 'residential area', 'village', 'sky', 'neighbourhood', 'hill station']"
18,"Photo by @simoncroberts | Visitors to the Ttukseom Hangang Park, an urban green space in Seoul, sit in the shade of a motorway overpass. Hangang, also known as the Han River, is the main body of water that runs through the middle of the capital city of South Korea. As in many cities, urban planners in Seoul have realized the significance of parks and green spaces to help combat issues of air pollution, improve public health, and to meet demands for increased leisure time.Follow @simoncroberts to see more photographs from this series and other works. #SimonRoberts #TtukseomPark #Hangang #SouthKorea #Seoul #urbanlandscapes  #urbanparks","166,875 likes",https://scontent-dfw5-2.cdninstagram.com/vp/62f32053f354b4db2207cffee47092c7/5C84A18E/t51.2885-15/fr/e15/s1080x1080/45632499_360408934731730_5722223001821667097_n.jpg,591,"['plant', 'structure', 'tree', 'recreation', 'leisure', 'park', 'city', 'tourist attraction', 'vehicle', 'crowd']"
19,"Photo by Charlie Hamilton James @chamiltonjames | A lone male elephant reaches for fresh leaves in the branches in Gorongosa National Park, Mozambique, last week. We all know about the threats facing elephants and their decline in many parks across Africa. But in Gorongosa, elephant numbers are recovering. Years of civil war wiped out much of the park's wildlife, and poaching persisted until recently. However, increased security and investment into the park and the people who live in and around it have brought life back and now the park is thriving again. The story of Gorongosa will be featured in @natgeo magazine next year.","314,465 likes",https://scontent-dfw5-2.cdninstagram.com/vp/3b52fd444f32d51bb1aa6b3a2c9f7e23/5C83BBA9/t51.2885-15/fr/e15/s1080x1080/46037076_2260820950856258_1566194625240415692_n.jpg,1260,"['ecosystem', 'vegetation', 'tree', 'nature reserve', 'wilderness', 'wildlife', 'shrubland', 'fauna', 'woodland', 'forest']"
20,"Photo by Robbie Shone @shonephoto | 5 a.m. on the first morning on Wegener HalvÌü peninsula as sea fog rolls in over Nathorst Fjord. We continued our watches on land in 2.5-hour shifts, mostly observing musk oxex, though looking out for bigger furry white creatures too. It was a great opportunity for me to take photographs, though my partners were less enthusiastic at being awake in the middle of the night. Chris is seen here starting his watch, wandering off toward the cook/food tent to see what may be approaching in the midst. #EAGRE18 @greenland_caves","232,449 likes",https://scontent-dfw5-2.cdninstagram.com/vp/bb678ff64d9ea8409846d518f2ac19e0/5C740157/t51.2885-15/fr/e15/s1080x1080/43279670_318512078984684_6307217358134910766_n.jpg,370,"['sky', 'horizon', 'sea', 'calm', 'loch', 'morning', 'dawn', 'highland', 'atmosphere', 'sunrise']"
21,"Photo by Muhammed Muheisen @mmuheisen | Meral, a 9-year-old Afghan refugee girl who dreams of becoming a queen. I portrayed Meral on November 5, 2018, in a camp north of Athens. For more photos and videos of the refugee crisis, follow me @mmuheisen @everydayrefugees and @mmuheisenpublic #muhammedmuheisen #everydayrefugees","458,909 likes",https://scontent-dfw5-2.cdninstagram.com/vp/50d9f7155a742ccbef61fb58134e8661/5C766BA1/t51.2885-15/fr/e15/p1080x1080/44476740_737731329923457_2664644330079233041_n.jpg,2110,"['beauty', 'human hair color', 'girl', 'hairstyle', 'eye', 'brown hair', 'long hair', 'black hair', 'model', 'portrait']"
22,"Photo by @BrianSkerry | A young harbor seal peeks at me over a mound of surf grass at Cortes Banks, a range of underwater mountains located 100 miles off the coast of San Diego, CA. This location, well known for stormy weather and giant waves, is a hotspot of biodiversity with an abundance of marine life found here. Places like this are oases of life in the sea, where each animal plays a role. Yet such places could easily be destroyed by a single fishing trawl net being dragged through it or by undersea drilling, and few would ever know it existed. Naturalist John Muir once said, """"When one tugs at a single thing in nature, he finds it attached to the rest of the world.Û Throughout my career of exploring our planet and especially the oceans, I have found this to be true: Everything is connected and every creature matters.Follow @BrianSkerry and visit the undersea world!#cortesbanks #johnmuir #california #marineprotection #seals #harborseal #seamounts","577,753 likes",https://scontent-dfw5-2.cdninstagram.com/vp/9891a15451e4765f43d82db6bad2fe28/5C7DFFF1/t51.2885-15/fr/e15/s1080x1080/44425913_332360227345333_5699665124018424614_n.jpg,2106,"['ecosystem', 'green', 'underwater', 'marine biology', 'fauna', 'organism', 'fish', 'seaweed', 'algae', 'water']"
23,"Photo by George Steinmetz @geosteinmetz | Harvesting #cranberries on the bogs of the Gaynor Cranberry Farm. They flood them in late October and then rake the bogs with a buggy to float the berries to the surface. Some 97% of the berries will end up as dried craisins. #OceanSpray is a grower-owned co-op, where each member gets profit dividends according to the number of barrels delivered. The Dempzes have owned this farm for four generations, and helped me get off the ground by fixing the carburetor on my motorized paraglider! Farmers know how to fix stuff!To see more follow @geosteinmetz","266,825 likes",https://scontent-dfw5-2.cdninstagram.com/vp/e9035792dd01e6ea583b929904a9c5ef/5C895236/t51.2885-15/e35/44840631_467158450474652_4386823078378812673_n.jpg,640,"['red', 'field', 'wood', 'line', 'sky', 'wood stain', 'ecoregion', 'angle', 'carpet', 'landscape']"
24,"Photo by @TimLaman | A Buffy Fish Owl triggers my camera trap on a natural treefall over a river in BorneoÛªs Gunung Palung National Park. I currently have a set of camera traps operating in a remote part of this spectacular lowland rain forest for my latest @NatGeo Society project. Why? Gunung Palung has one of the best remaining lowland rain forests in all of Borneo, and I want to tell the story of the richness of the biodiversity there, especially the species few people get to see. IÛªm going out to Indonesia every few months, but in between, my team members from @saveGPorangutans and #TamanNasionalGunungPalung are monitoring my cameras and sending exciting reports from time to time about what we are getting. If you are curious about all of the equipment I use to get these shots, please take a look @TimLaman where I have shared a series of behind-the-scenes shots.  #cameratrap #owl #Indonesia #GunungPalung #Borneo","231,127 likes",https://scontent-dfw5-2.cdninstagram.com/vp/526712b4517b10bd776b0e6a45c4f0b6/5C7D7C98/t51.2885-15/fr/e15/s1080x1080/44547765_1118195558360466_3719188911642646155_n.jpg,650,"['fauna', 'bird', 'beak', 'wildlife', 'wood', 'organism', 'darkness', 'tree']"
25,Photo by @edkashi | Scene from the Tarantsy River in Madagascar. Image made as part of the 2010 @Prix_Pictet Commission. Photo by @edkashi #edkashi #Madagascar #PrixPictet #fromthearchives #tbt #travel #onassignment #environment #sustainability #azafady,"295,194 likes",https://scontent-dfw5-2.cdninstagram.com/vp/10bfce8bc137061c437aefd10ff9c858/5C836439/t51.2885-15/fr/e15/s1080x1080/43985465_517127418805436_8170159218533020344_n.jpg,669,"['reflection', 'water', 'sky', 'cattle like mammal', 'wildlife', 'tree', 'landscape', 'rock', 'bank', 'plant']"
26,"Photo by @PaulNicklen | Every single dive is a different experience, and I am driven by the adrenaline that comes with exploring the mystery of our oceans. My encounter with this male orca in Norway was a highlight of my career. He swam within mere inches of me and kept disappearing into the dark water before racing toward me and faking me out again and again. He playfully reacted when I jerked my head back during one of his passes. I live for these kinds of interactions. To experience the personality and charisma of an apex predator on their terms. My team and I are back in Norway to continue where we left off in 2016, photographing these beautiful creatures. It is a privilege to share the water with them, and I hope to return with images and stories that will inspire and give justice to this species and their ecosystem. #FollowMe at @PaulNicklen for more photos of orcas and to follow along with this exciting expedition. #Norway #orca #ocean #underwaterphotography","390,625 likes",https://scontent-dfw5-2.cdninstagram.com/vp/45ef1e635cff05ab131b587d2b5681f0/5C74BDC4/t51.2885-15/fr/e15/s1080x1080/43118913_117534309160874_4571336913712466898_n.jpg,1346,"['water', 'marine mammal', 'marine biology', 'whales dolphins and porpoises', 'fin', 'azure', 'organism', 'underwater', 'whale', 'dolphin']"
27,"Photo by Muhammed Muheisen @mmuheisen | Kasumi doesnÛªt want her hair to be brushed. I was on the worldÛªs only floating animal sanctuary while on assignment for @natgeo in Amsterdam. De Poezenboot, which is Dutch for ÛÏthe CatboatÛ hosts around 50 stray and abandoned cats, 17 of which are permanent residents that have lived on the boat for several years. For more photos and videos from different parts of the world, follow me @mmuheisen and @mmuheisenpublic #muhammedmuheisen","223,082 likes",https://scontent-dfw5-2.cdninstagram.com/vp/4096ec6b6f017eca5147d13676bdac14/5C7A4424/t51.2885-15/fr/e15/s1080x1080/43984894_1150782015072754_6514778234187808783_n.jpg,1582,"['cat', 'small to medium sized cats', 'cat like mammal', 'whiskers', 'kitten', 'fur', 'carnivoran']"
28,"Photo by Federico Rios @historiassencillas | Two brothers rest together inside a crowded shelter for indigenous migrants constructed by the United Nations. Here the Warao can tie their hammocks. Within days of the shelterÛªs construction, more than 700 refugees arrived to occupy the space. Many spent days traversing Venezuela from north to south, finally reaching the border with Brazil. See more @historiasencillas and in the November issue of National Geographic Magazine. #refugees #Brazil #Venezuela","193,227 likes",https://scontent-dfw5-2.cdninstagram.com/vp/9d18c99c3a41b9350793bc43468b5389/5C770D9F/t51.2885-15/fr/e15/s1080x1080/43133967_2049509995069435_7828997130275473943_n.jpg,478,"['hammock', 'leisure', 'fun', 'vacation', 'recreation']"
29,"Photo by @pedromcbride | First Snow: There is nothing like the dance of the seasons. A grove of golden aspen trees is blanketed by an early fall dusting. To see more, follow @pedromcbride #fall #snow #nature #color #silence","335,365 likes",https://scontent-dfw5-2.cdninstagram.com/vp/84c4c095aafb2e3f2e8c2889d27a72f7/5C6E7EBB/t51.2885-15/e15/44000076_2204725636519273_3299286298838128549_n.jpg,621,"['vegetation', 'wilderness', 'geological phenomenon', 'wildflower', 'winter', 'sky', 'frost', 'morning', 'geology', 'tundra']"
30,"Photo by @ladzinski | Relics from a century ago, whale bones decorate the pebbly shores on a remote island in the #Antarctic Peninsula, a haunting reminder of the excessive hunting during the whaling years. Walking around the iceless scene here was equally as shocking to me as I looked around at the evidence humans had left behind. The big melt, itÛªs happening. Photographed on assignment for @natgeo, please take the time to read the story in this month's issue written by @craigwelch to learn how deeply Antarctica is being affected. @sea_legacy @paulnicklen @cristinamittermeier @andy_mann","326,206 likes",https://scontent-dfw5-2.cdninstagram.com/vp/289b7be579fea1382bf182e65eb7f564/5C80F002/t51.2885-15/fr/e15/s1080x1080/44253927_369100943859747_436780190759213741_n.jpg,614,"['rock', 'sky', 'badlands', 'geological phenomenon', 'mountain', 'formation', 'landscape', 'geology', 'national park', 'stock photography']"
31,"Phone photo by @gabrielegalimbertiphoto | Castiglion Fiorentino, Italy, my hometown. It's always nice to come here for a few days and spend time with family and friends after weeks of traveling while on assignment for National Geographic. Tuscany is a perfect place to recharge and prepare for the next project. #tuscany #italy #home #hill #hills #green #nature #fog #morninglight","292,273 likes",https://scontent-dfw5-2.cdninstagram.com/vp/eb002833d160c750386ef7f641084896/5C67B61F/t51.2885-15/fr/e15/s1080x1080/43985381_2182757538648545_7227969193767829468_n.jpg,602,"['sky', 'cloud', 'mountainous landforms', 'highland', 'mountain', 'hill', 'hill station', 'tree', 'morning', 'rural area']"
32,"Photo by @renan_ozturk | Figures on a landscape. One of the things I love about climbing is the community and inclusiveness within it. This is where it all started for me, and I was taken in by the tribe, and the place I come back to in order to check in and grow. This past trip was all about giving that back to others with new experiences like new desert crack climbers. In the spirit of our lost friends Micah, Dean, Bean, Stanley, Johnny, Hayden, we rage on, burning every moment of each day with wonder and gratitude. Follow @renan_ozturk for more images from the climbing life.","403,073 likes",https://scontent-dfw5-2.cdninstagram.com/vp/203f091a3962ffbe51ca4a8b018b21b2/5C7B8E43/t51.2885-15/fr/e15/p1080x1080/44230423_323978408429599_8700487934822872553_n.jpg,800,"['rock', 'sky', 'badlands', 'geological phenomenon', 'mountain', 'formation', 'geology', 'landscape', 'terrain', 'national park']"
33,"Follow Aaron Huey @argonautphoto on assignment in the slot canyons of #EscalanteNationalMonument in Utah today. On his feed he will be showing sites that were recently removed or otherwise affected when the monument was shrunk by nearly 50 percent and split into three smaller units by executive order. The Zebra slots here (carved over thousands of years by water in red and white striped sandstone) were not removed, but the trail to get to them, and the larger buffer area around them, were removed. This opens the area for potential resource extraction in the future. Photo credit: Drew Ludwig Follow @argonautphoto in the coming days for other views and videos from these slots! (Note on access and climbing: The slot canyons of Escalante involve a great deal of climbing to get in and out, no surfaces were marked or damaged in this image or on this assignment, and climbing is not just allowed in all these slots, it's necessary to get out!)","1,176,651 likes",https://scontent-dfw5-2.cdninstagram.com/vp/e0172cfacde17f20fcbd2123afb4c703/5C722AEC/t51.2885-15/fr/e15/p1080x1080/44323370_2066542390073523_2315536811872058026_n.jpg,4762,"['wood', 'hardwood', 'wood stain']"
34,"Photo by @TasneemAlsultan | SheÛªd walk in to the tune of a majestic song curated especially for her. Sometimes earlier, but that still means it has to be after 9 p.m. After all, the ballroom must be full to the brim with her female guests, all to congratulate her and witness her regal entrance into the hall. #bride #weddings #marriage #riyadh #saudiarabia","299,349 likes",https://scontent-dfw5-2.cdninstagram.com/vp/edbbe1636943438fd35ef9e7d372094e/5C6EF0F0/t51.2885-15/fr/e15/s1080x1080/44309799_1959790280779843_4982848590566674933_n.jpg,668,"['light', 'lighting', 'light fixture', 'darkness', 'column', 'night', 'wood', 'window', 'chapel', 'place of worship']"
35,"Photo by @simoncroberts | The """"green"""" exterior of a store on Myeongdong street in Seoul, South Korea, decorated with more than 50,000 pots of plants. Myeongdong is Seoul's main shopping district, popular with young people and tourists. After the Korean War, the country's economy expanded rapidly, and so did the population of Seoul. Many department stores, shops, restaurants, and shopping centers set up businesses in the Myeongdong area to keep up with this increasing demand. It is now estimated that the floating population of the district is up to two million people a day, and in terms of floorspace rents, Myeongdong is one of the most expensive shopping areas in the world.Follow @simoncroberts to see more photographs from this series and other works. #SimonRoberts #Myeongdong #SouthKorea #Seoul #urbanlandscapes","162,233 likes",https://scontent-dfw5-2.cdninstagram.com/vp/42d9b2a996a8cee2c8c1c3c5bfa718fe/5C7BD652/t51.2885-15/fr/e15/s1080x1080/43608722_332529937524333_1371012790905371808_n.jpg,615,"['crowd', 'urban area', 'pedestrian', 'city', 'street', 'metropolitan area', 'neighbourhood', 'downtown', 'tree', 'metropolis']"
